dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason
elsa,openalex_elsa_T_ml_top350.csv,27,Predictors and estimation of risk for early exit from working life by poor health among middle and older aged workers in Korea,https://doi.org/10.1038/s41598-018-23523-y,T,5,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,28,P3‐574: MARKERS OF COGNITIVE RESERVE AND DEMENTIA INCIDENCE IN THE ENGLISH LONGITUDINAL STUDY OF AGEING,https://doi.org/10.1016/j.jalz.2019.06.3611,T,3,True,Cox Proportional Hazards,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,29,Omega 3 Consumption and Anxiety Disorders: A Cross-Sectional Analysis of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil),https://doi.org/10.3390/nu10060663,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,30,A comparative analysis of binary and multi-class classification machine learning algorithms to detect current frailty status using the English longitudinal study of ageing (ELSA),https://doi.org/10.3389/fragi.2025.1501168,T,12,True,MLP; AdaBoost; CatBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,31,Relationship between heart rate variability and subclinical thyroid disorders of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil),https://doi.org/10.1590/1414-431x20187704,T,3,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,32,Validating the Framingham Hypertension Risk Score: A 4‐year follow‐up from the Brazilian Longitudinal Study of the Adult Health (ELSA‐Brasil),https://doi.org/10.1111/jch.13855,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,33,Recommender System Based on Collaborative Filtering for Personalized Dietary Advice: A Cross-Sectional Analysis of the ELSA-Brasil Study,https://doi.org/10.3390/ijerph192214934,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,34,Clustering analysis and machine learning algorithms in the prediction of dietary patterns: Cross‐sectional results of the Brazilian Longitudinal Study of Adult Health (ELSA‐Brasil),https://doi.org/10.1111/jhn.12992,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,35,Association between cognitive performance and self-reported glaucoma in middle-aged and older adults: a cross-sectional analysis of ELSA-Brasil,https://doi.org/10.1590/1414-431x202010347,T,4,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,36,"ELSA: Hardware-Software Co-design for Efficient, Lightweight Self-Attention Mechanism in Neural Networks",https://doi.org/10.1109/isca52012.2021.00060,T,0,False,Transformer,Deep learning,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,37,ELSA,https://doi.org/10.1145/3366634,T,0,False,LSTM,Deep learning,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,38,ELSA- A Novel Technique to Predict Parkinson's Disease in Bio-Facial Recognition System,https://doi.org/10.30534/ijatcse/2019/03812019,T,0,False,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,39,Long-term Cholesterol Risk Prediction using Machine Learning Techniques in ELSA Database,https://doi.org/10.5220/0010727200003063,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,40,The combined effect of socioeconomic position and C-reactive protein for predicting incident cardiometabolic disease: Findings from a 14-year follow-up study of the English Longitudinal Study of Ageing (ELSA),https://doi.org/10.1016/j.ssmph.2023.101520,T,5,True,Logistic Regression; Cox Proportional Hazards,Linear / GLM; Survival models,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,41,Temporal trend in dementia incidence since 2002 and projections for prevalence in England and Wales to 2040: modelling study,https://doi.org/10.1136/bmj.j2856,T,5,True,Joint Model; Markov Model,Probabilistic / statistical; Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,42,"Eight-year total, cognitive-affective, and somatic depressive symptoms trajectories and risks of cardiac events",https://doi.org/10.1038/s41398-024-03063-y,T,10,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,43,English Longitudinal Study of Ageing: Special Licence Access,nan,T,5,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,44,Different Risks of Mortality and Longitudinal Transition Trajectories in New Potential Subtypes of the Preserved Ratio Impaired Spirometry: Evidence From the English Longitudinal Study of Aging,https://doi.org/10.3389/fmed.2021.755855,T,9,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,45,P59 Risk factors for incident falls in older men and women: findings from the english longitudinal study of ageing,https://doi.org/10.1136/jech-2018-ssmabstracts.182,T,3,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,46,Exposure to Ambient Air Pollution and the Incidence of Dementia in the Elderly of England: The ELSA Cohort,https://doi.org/10.3390/ijerph192315889,T,4,True,Cox Proportional Hazards,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,47,Adherence to the Dietary Approaches to Stop Hypertension (DASH) and hypertension risk: results of the Longitudinal Study of Adult Health (ELSA-Brasil),https://doi.org/10.1017/s0007114520000124,T,9,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,48,Impact of sleep duration and sleep disturbances on the incidence of dementia and Alzheimer's disease: A 10-year follow-up study,https://doi.org/10.1016/j.psychres.2024.115760,T,3,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,49,The role of cognitive and social leisure activities in dementia risk: assessing longitudinal associations of modifiable and non-modifiable risk factors,nan,T,3,True,Cox Proportional Hazards; Joint Model,Survival models,True,Joint Model,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,50,Frailty is an independent predictor of incident dementia: Evidence from the English Longitudinal Study of Ageing,https://doi.org/10.1038/s41598-017-16104-y,T,9,True,Cox Proportional Hazards,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,51,Cultural engagement predicts changes in cognitive function in older adults over a 10 year period: findings from the English Longitudinal Study of Ageing,https://doi.org/10.1038/s41598-018-28591-8,T,7,True,Transformer,Deep learning,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,52,"Social isolation, loneliness, and all-cause mortality in older men and women",https://doi.org/10.1073/pnas.1219686110,T,3,True,Cox Proportional Hazards,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,53,Sleep quality and risk of coronary heart disease - a prospective cohort study from the English longitudinal study of ageing,https://doi.org/10.18632/aging.103866,T,8,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,54,Risk of Diabetes in Older Adults with Co-Occurring Depressive Symptoms and Cardiometabolic Abnormalities: Prospective Analysis from the English Longitudinal Study of Ageing,https://doi.org/10.1371/journal.pone.0155741,T,7,True,Transformer; Logistic Regression; Cox Proportional Hazards; Kaplan–Meier,Deep learning; Linear / GLM; Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,55,Duration and Quality of Sleep and Risk of Physical Function Impairment and Disability in Older Adults: Results from the ENRICA and ELSA Cohorts,https://doi.org/10.14336/ad.2018.0611,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,56,P60 Alcohol consumption and risk of incident frailty: the english longitudinal study of ageing,https://doi.org/10.1136/jech-2018-ssmabstracts.183,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,57,Modifiable risk factors for 9-year mortality in older English and Brazilian adults: The ELSA and SIGa-Bagé ageing cohorts,https://doi.org/10.1038/s41598-020-61127-7,T,10,True,Cox Proportional Hazards; Kaplan–Meier,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,58,P2‐423: Interactive Impacts of Loneliness and Social Isolation on Incident Dementia in the English Longitudinal Study of Ageing,https://doi.org/10.1016/j.jalz.2016.06.1635,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,59,"Sleep duration and quality, physical activity and cardiometabolic multimorbidity: findings from the English Longitudinal study of Ageing",https://doi.org/10.1080/14017431.2025.2550279,T,3,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,60,Comparative evaluation of relative fat mass and body mass index in predicting cardiometabolic multimorbidity in older adults: results from the English Longitudinal Study of Ageing,https://doi.org/10.1007/s11357-025-01954-6,T,8,True,Logistic Regression; Cox Proportional Hazards,Linear / GLM; Survival models,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,61,Microvascular endothelial function and cognitive performance: The ELSA-Brasil cohort study,https://doi.org/10.1177/1358863x18755004,T,1,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,62,Is the engagement in social and cognitive type of leisure activities protective against dementia risk? Evidence from the English Longitudinal Study of Ageing,https://doi.org/10.1002/alz.047301,T,3,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,63,P06 Correlates of level and loss of grip strength in later life: findings from the english longitudinal study of ageing and the hertfordshire cohort study,https://doi.org/10.1136/jech-2017-ssmabstracts.108,T,2,True,Linear Regression; Mixed-Effects Model,Linear / GLM; Probabilistic / statistical,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,64,Adverse childhood experiences and 8-year trajectories of depressive symptoms in community-dwelling older adults: Results from the English Longitudinal Study of Ageing,https://doi.org/10.1192/j.eurpsy.2024.690,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,65,Clustering populations by health and social care with multiple long-term conditions: a cohort study — the English Longitudinal Study of Ageing (ELSA),https://doi.org/10.3399/bjgp23x734337,T,3,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,66,Oral health-related quality of life and loneliness among older adults,https://doi.org/10.1007/s10433-016-0392-1,T,7,True,Random Forest; Linear Regression; Logistic Regression,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,67,Changes in vitamin D levels and depressive symptoms in later life in England,https://doi.org/10.1038/s41598-021-87432-3,T,5,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,68,Interpretable machine learning for high-dimensional trajectories of aging health,https://doi.org/10.1371/journal.pcbi.1009746,T,13,True,Autoencoder; DNN; GRU; RNN; Random Forest; Elastic Net; Logistic Regression; Cox Proportional Hazards; Joint Model; Kaplan–Meier; Bayesian Regression; Hidden Markov Model; Markov Model; Mixed-Effects Model,Deep learning; Linear / GLM; Probabilistic / statistical; Survival models; Tree-based ensemble,True,RNN,Deep learning,True,ok
elsa,openalex_elsa_T_ml_top350.csv,69,Psychosocial work environment and oral health in the English Longitudinal Study of Ageing,nan,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,70,"Health literacy, cognitive ability and self-reported diabetes in the English Longitudinal Study of Ageing",https://doi.org/10.1101/19003756,T,2,True,Logistic Regression; Cox Proportional Hazards,Linear / GLM; Survival models,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,71,Television viewing and cognitive decline in older age: findings from the English Longitudinal Study of Ageing,https://doi.org/10.1038/s41598-019-39354-4,T,5,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,72,The impact of shielding during the COVID-19 pandemic on mental health: Evidence from the English Longitudinal Study of Ageing,https://doi.org/10.1101/2021.12.16.21267914,T,2,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,73,Timing and Type of Alcohol Consumption and the Metabolic Syndrome - ELSA-Brasil,https://doi.org/10.1371/journal.pone.0163044,T,3,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,74,Wealth and Disability in Later Life: The English Longitudinal Study of Ageing (ELSA),https://doi.org/10.1371/journal.pone.0166825,T,7,True,Random Forest; Logistic Regression,Linear / GLM; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,75,"Gender, race and socioeconomic influence on diagnosis and treatment of thyroid disorders in the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil)",https://doi.org/10.1590/1414-431x20154445,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,76,Dietary Selenium Intake and Subclinical Hypothyroidism: A Cross-Sectional Analysis of the ELSA-Brasil Study,https://doi.org/10.3390/nu10060693,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,77,Validation of a polygenic risk score for frailty in the Lothian Birth Cohort 1936 and English longitudinal study of ageing,https://doi.org/10.1038/s41598-024-63229-y,T,5,True,Transformer; Linear Regression,Deep learning; Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,78,"Factors associated with metabolically healthy status in obesity, overweight, and normal weight at baseline of ELSA-Brasil",https://doi.org/10.1097/md.0000000000004010,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,79,Association of adiponectin with cognitive function precedes overt diabetes in the Brazilian Longitudinal Study of Adult Health: ELSA,https://doi.org/10.1186/s13098-018-0354-1,T,2,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,80,Night work is associated with glycemic levels and anthropometric alterations preceding diabetes: Baseline results from ELSA-Brasil,https://doi.org/10.3109/07420528.2015.1115765,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,81,Validation of a polygenic risk score for Frailty in the Lothian Birth Cohort and English Longitudinal Study of Ageing,https://doi.org/10.1101/2023.04.03.23288064,T,2,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,82,Vitamin D Deficiency Is Associated With Impaired Muscle Strength And Physical Performance In Community-Dwelling Older Adults: Findings From The English Longitudinal Study Of Ageing,nan,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,83,"Prediction of depression cases, incidence, and chronicity in a large occupational cohort using machine learning techniques: an analysis of the ELSA-Brasil study",https://doi.org/10.1017/s0033291720001579,T,6,True,CNN; Elastic Net; Ensemble,Deep learning; Ensemble / stacking; Linear / GLM,True,Elastic Net,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,84,Characteristics of neighborhood environment (social cohesion and safety) and common mental disorders in ELSA-Brasil study: a multilevel analysis,https://doi.org/10.1590/0102-311x00197017,T,1,True,Logistic Regression; Mixed-Effects Model,Linear / GLM; Probabilistic / statistical,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,85,Fenótipo cintura hipertrigliceridêmica: fatores associados e comparação com outros indicadores de risco cardiovascular e metabólico no ELSA-Brasil,https://doi.org/10.1590/0102-311x00067617,T,2,True,MLP; Logistic Regression,Deep learning; Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,86,Racismo e iniquidade racial na autoavaliação de saúde ruim: o papel da mobilidade social intergeracional no Estudo Longitudinal de Saúde do Adulto (ELSA-Brasil),https://doi.org/10.1590/0102-311x000341920,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,87,Hearing Loss and Cognitive Function: Baseline Findings From the Brazilian Longitudinal Study of Adult Health: ELSA-Brasil,https://doi.org/10.1097/aud.0000000000001205,T,1,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,88,Consumption of ultra‐processed foods and socioeconomic position: Cross sectional analysis of the Brazilian Longitudinal Study of Adult Health (ELSA‐Brasil),https://doi.org/10.1096/fasebj.31.1_supplement.788.12,T,1,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,89,Association between carotid intima-media thickness and adiponectin in participants without diabetes or cardiovascular disease of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil),https://doi.org/10.1177/2047487316665490,T,1,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,90,"Working from home, work-time control and mental health: Results from the Brazilian longitudinal study of adult health (ELSA-Brasil)",https://doi.org/10.3389/fpsyg.2022.993317,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,91,Visceral Adiposity Index Is Associated With Cardiometabolic Multimorbidity and Improves Risk Prediction: The English Longitudinal Study of Ageing,https://doi.org/10.1016/j.mayocp.2025.09.021,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,92,Early detection and localization of multiple cancers using a blood-based methylation assay (ELSA-seq).,https://doi.org/10.1200/jco.2021.39.3_suppl.459,T,2,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,93,"Exploring the Real-Time WRF Forecast Skill for Four Tropical Storms, Isaias, Henri, Elsa and Irene, as They Impacted the Northeast United States",https://doi.org/10.3390/rs15133219,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,94,Agreement Between 35 Published Frailty Scores in the General Population,https://doi.org/10.1093/aje/kwx061,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,95,Neck Circumference and 10-Year Cardiovascular Risk at the Baseline of the ELSA-Brasil Study: Difference by Sex,https://doi.org/10.6084/m9.figshare.14277843,T,1,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,96,"Gender Difference in Social Capital, Common Mental Disorders and Depression: ELSA-Brasil Study",https://doi.org/10.3390/psych2010009,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,97,Thyrotropin and free thyroxine levels and coronary artery disease: cross-sectional analysis of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil),https://doi.org/10.1590/1414-431x20177196,T,4,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,98,Is Abdominal Obesity a Risk Factor for the Incidence of Vitamin D Insufficiency and Deficiency in Older Adults? Evidence from the ELSA Study,https://doi.org/10.3390/nu14194164,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,99,Lifetime night work exposure and the risk of type 2 diabetes: results from the longitudinal study of adult health (ELSA-Brasil),https://doi.org/10.1080/07420528.2020.1804923,T,3,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,100,"Age Identity, Age Perceptions, and Health",https://doi.org/10.1196/annals.1396.021,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,101,Diabetes Associated With Early Labor-Force Exit: A Comparison Of Sixteen High-Income Countries,https://doi.org/10.1377/hlthaff.2013.0518,T,1,True,Cox Proportional Hazards,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,102,Spatial clusters of diabetes: individual and neighborhood characteristics in the ELSA-Brasil cohort study,https://doi.org/10.1590/0102-311xen138822,T,4,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,103,"The positive association between serum uric acid, impaired fasting glucose, impaired glucose tolerance, and diabetes mellitus in the ELSA-Brasil study",https://doi.org/10.1590/0102-311x00255920,T,5,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,104,Positive affect measured using ecological momentary assessment and survival in older men and women,https://doi.org/10.1073/pnas.1110892108,T,3,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,105,Relationship between perceptions of ageing and frailty in English older adults,https://doi.org/10.1080/13548506.2017.1349325,T,1,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,106,Biopsychosocial predictors of perceived life expectancy in a national sample of older men and women,https://doi.org/10.1371/journal.pone.0189245,T,6,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,107,Older People Living Well Beyond Cancer: The Relationship Between Emotional Support and Quality of Life,https://doi.org/10.1177/0898264318799252,T,1,True,Linear Regression,Linear / GLM,True,Linear Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,108,Joint Models for Discrete Longitudinal Outcomes in Aging Research,https://doi.org/10.1111/rssc.12114,T,3,True,Joint Model,Survival models,True,Joint Model,Survival models,True,ok
elsa,openalex_elsa_T_ml_top350.csv,109,"The relationship of adverse childhood experiences, hair cortisol, C-reactive protein, and polygenic susceptibility with older adults’ psychological distress during the COVID-19 pandemic",https://doi.org/10.1038/s41380-022-01805-2,T,3,True,Linear Regression; Logistic Regression; Mixed-Effects Model,Linear / GLM; Probabilistic / statistical,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,110,The effect of the Winter Fuel Payment on household temperature and health: a regression discontinuity design study,https://doi.org/10.3310/phr07010,T,9,True,Random Forest; Linear Regression; Logistic Regression,Linear / GLM; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,111,Care homes as hospices for the prevalent form of dying: An analysis of long-term care provision towards the end of life in England,https://doi.org/10.1016/j.socscimed.2020.113150,T,1,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,112,PROSPECTIVE ANALYSES OF PAIN AND PHYSICAL FUNCTIONING IN THE ENGLISH LONGITUDINAL STUDY OF AGEING,https://doi.org/10.1093/geroni/igx004.2080,T,2,True,Linear Regression; Logistic Regression,Linear / GLM,True,,,False,primary_unclear
elsa,openalex_elsa_T_ml_top350.csv,113,Changes in retirement plans in the English older population during the COVID-19 pandemic: The roles of health factors and financial insecurity,https://doi.org/10.1007/s10433-023-00770-1,T,4,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,114,Gender differences in the association between adverse events in childhood or adolescence and the risk of premature mortality,https://doi.org/10.1038/s41598-022-23443-y,T,7,True,DNN; Logistic Regression,Deep learning; Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,115,Comparison of machine-learning algorithms to build a predictive model for detecting undiagnosed diabetes - ELSA-Brasil: accuracy study,https://doi.org/10.1590/1516-3180.2016.0309010217,T,3,True,MLP; Random Forest; Logistic Regression; k-Nearest Neighbors; Cox Proportional Hazards; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Survival models; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,116,PARIS and ELSA,https://doi.org/10.1145/3489517.3530510,T,0,False,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,117,Elsa: enhanced latent spaces for improved collider simulations,https://doi.org/10.1140/epjc/s10052-023-11989-8,T,0,False,Autoencoder; DNN; MLP; Decision Tree,Deep learning; Other classical ML,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,118,ELSA: Energy-Efficient Linear Sensor Architecture for Smart City Applications,https://doi.org/10.1109/jsen.2022.3154239,T,0,False,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,119,Long-Term Hypertension Risk Prediction with ML Techniques in ELSA Database,https://doi.org/10.1007/978-3-030-92121-7_9,T,2,True,LASSO; Logistic Regression; Ridge Regression; Ensemble,Ensemble / stacking; Linear / GLM,True,Ensemble,Ensemble / stacking,True,ok
elsa,openalex_elsa_T_ml_top350.csv,120,Unfavorable Triglyceride-rich Particle Profile in Subclinical Thyroid Disease: A Cross-sectional Analysis of ELSA-Brasil,https://doi.org/10.1210/endocr/bqaa205,T,0,False,Linear Regression,Linear / GLM,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,121,Towards an ELSA Curriculum for Data Scientists,https://doi.org/10.3390/ai5020025,T,0,False,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,122,ELSA: Ensemble learning based sentiment analysis for diversified text,https://doi.org/10.1016/j.measen.2022.100663,T,0,False,CNN; Ensemble,Deep learning; Ensemble / stacking,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,123,ELSA -- Enhanced latent spaces for improved collider simulations,https://doi.org/10.48550/arxiv.2305.07696,T,0,False,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,124,"Loneliness, social isolation and risk of cardiovascular disease in the English Longitudinal Study of Ageing",https://doi.org/10.1177/2047487318792696,T,6,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,125,Brazilian Longitudinal Study of Adult Health (ELSA-Brasil): Objectives and Design,https://doi.org/10.1093/aje/kwr294,T,3,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,126,Cohort Profile: Longitudinal Study of Adult Health (ELSA-Brasil),https://doi.org/10.1093/ije/dyu027,T,3,True,,,False,,,False,not_included_any
elsa,openalex_elsa_T_ml_top350.csv,127,Framingham cardiovascular disease risk scores and incident frailty: the English longitudinal study of ageing,https://doi.org/10.1007/s11357-014-9692-6,T,6,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
elsa,openalex_elsa_T_ml_top350.csv,128,Declines in Sexual Activity and Function Predict Incident Health Problems in Older Adults: Prospective Findings from the English Longitudinal Study of Ageing,https://doi.org/10.1007/s10508-019-1443-4,T,4,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
