dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason,doi_norm,openalex_openalex_id,openalex_doi,openalex_title,openalex_abstract,openalex_authors,openalex_source,openalex_year,openalex_publication_date,openalex_matched_ml_terms,openalex_regime_selected,openalex_matched_regime_terms,openalex__openalex_source_file,pdf_downloaded,manual_primary_family,manual_primary_model,manual_primary_ambiguous,manual_families_any,manual_models_any
nhanes,openalex_nhanes_T_ml_top350.csv,167,Gender-specific effects of oxidative balance score on the prevalence of diabetes in the US population from NHANES,https://doi.org/10.3389/fendo.2023.1148417,T,3,TRUE,Transformer; Logistic Regression,Deep learning; Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.3389/fendo.2023.1148417,https://openalex.org/W4368363979,https://doi.org/10.3389/fendo.2023.1148417,Gender-specific effects of oxidative balance score on the prevalence of diabetes in the US population from NHANES,"In summary, high OBS was negatively associated with diabetes risk in a gender-dependent manner.","Cuiling Wu, Chenxia Ren, Yingda Song, et al.",Frontiers in Endocrinology,2023,5/4/2023,ann,T,,openalex_nhanes_T_ml_top350.csv,TRUE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
elsa,openalex_elsa_T_ml_top350.csv,86,Racismo e iniquidade racial na autoavaliação de saúde ruim: o papel da mobilidade social intergeracional no Estudo Longitudinal de Saúde do Adulto (ELSA-Brasil),https://doi.org/10.1590/0102-311x000341920,T,2,TRUE,Logistic Regression,Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1590/0102-311x000341920,https://openalex.org/W4205575271,https://doi.org/10.1590/0102-311x000341920,Racismo e iniquidade racial na autoavaliação de saúde ruim: o papel da mobilidade social intergeracional no Estudo Longitudinal de Saúde do Adulto (ELSA-Brasil),"Blacks and Browns have major health disadvantages, are less likely to rise in the social hierarchy throughout the course of life, and pertain to lower socioeconomic levels than Whites as a result of structural racism. However, little is known about the mediating role of intergenerational mobility in the association between race/skin color and health. The aim of the present study was to investigate the association between racism and self-rated health and to verify to what extent intergenerational social mobility mediates this association. This was a cross-sectional study conducted with data from 14,386 participants from the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil) baseline (2008-2010). Maternal education, education of the participant, socio-occupational class of the head of household, and socio-occupational class of the participant were used in the indicators of intergenerational social mobility (educational and socio-occupational). Logistic regression models were used. The prevalence of poor self-rated health was 15%, 24%, and 28% among Whites, Browns, and Blacks, respectively. After adjustments for age, sex, and research center, greater chances of poor self-rated health were found among Blacks (OR = 2.15; 95%CI: 1.92-2.41) and Browns (OR = 1.82; 95%CI: 1.64-2.01) when compared to Whites. Intergenerational educational and socio-occupational mobility mediated, respectively, 66% and 53% of the association between race/color and poor self-rated health in Blacks, and 61% and 51% in Browns, respectively. Results confirm racial iniquity in self-rated health and point out that unfavorable intergenerational social mobility is an important mechanism to explain this iniquity.","Lidyane do Valle Camelo, Carolina Gomes Coelho, Dóra Chor, et al.",Cadernos de Saúde Pública,2022,1/1/2022,regression model; logistic regression,T,longitudinal,openalex_elsa_T_ml_top350.csv,TRUE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
openaq,openalex_openaq_T_ml_top350.csv,59,Advancements in air quality monitoring: a systematic review of IoT-based air quality monitoring and AI technologies,https://doi.org/10.1007/s10462-025-11277-9,T,6,TRUE,Autoencoder; CNN; DNN; GRU; Graph neural network; LSTM; MLP; RNN; TCN; Transformer; Random Forest; XGBoost; Linear Regression; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; ARIMA; Bayesian Regression; Kalman Filter; Ensemble; Decision Tree; Federated Learning,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Probabilistic / statistical; Tree-based ensemble,TRUE,LSTM,Deep learning,TRUE,ok,10.1007/s10462-025-11277-9,https://openalex.org/W4411213939,https://doi.org/10.1007/s10462-025-11277-9,Advancements in air quality monitoring: a systematic review of IoT-based air quality monitoring and AI technologies,"Air quality monitoring is a critical component of environmental management, especially in developing countries where pollution levels are a growing concern. This review systematically analyzes recent advances in Internet-of-Things (IoT)-based air quality monitoring systems and highlights the impact of artificial intelligence (AI) technologies. A comprehensive selection process was used to identify 220 relevant studies using databases such as Google Scholar, Scopus, and ResearchRabbit. Following a selection process based on specific eligibility criteria, a total of 147 studies were chosen for a detailed analysis. These studies present notable advances in the application of artificial intelligence to improve data accuracy, predictive capabilities, and real-time analysis in air quality monitoring systems. A key contribution of this review is the proposal of a classification framework for AI techniques in air quality monitoring, organized into five main application areas: data imputation, sensor calibration, anomaly detection, air quality index (AQI) estimation, and short-term forecasting. The review takes an in-depth look at the different uses of these technologies in both urban and industrial settings, presenting successful case studies that showcase their effectiveness in addressing pressing air quality issues. Additionally, the paper identifies research gaps in the literature, particularly related to data quality, system scalability, and integration challenges in AI-driven IoT systems. The insights provided aim to guide researchers and practitioners in selecting appropriate AI techniques and system architectures, inform the design of more reliable and scalable air quality monitoring frameworks, and support future efforts to mitigate air pollution through data-driven decision-making.","Antony García, Yessica Sáez, Itamar Harris, et al.",Artificial Intelligence Review,2025,6/11/2025,artificial intelligence; predictive; classification,T,forecasting,openalex_openaq_T_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,Deep learning;Tree-based ensemble;Kernel / instance-based;Other classical ML,CNN;LSTM;RNN;Transformer;Random Forest;Support Vector Machine;Decision Tree
eicu,openalex_eicu_T_ml_top350.csv,135,Development and Validation of a Sepsis Mortality Risk Score for Sepsis-3 Patients in Intensive Care Unit,https://doi.org/10.3389/fmed.2020.609769,T,8,TRUE,Gradient Boosting; Random Forest; XGBoost; LASSO; Logistic Regression; Kaplan–Meier,Linear / GLM; Survival models; Tree-based ensemble,TRUE,LASSO,Linear / GLM,TRUE,ok,10.3389/fmed.2020.609769,https://openalex.org/W3125955006,https://doi.org/10.3389/fmed.2020.609769,Development and Validation of a Sepsis Mortality Risk Score for Sepsis-3 Patients in Intensive Care Unit,"<b>Background:</b> Many severity scores are widely used for clinical outcome prediction for critically ill patients in the intensive care unit (ICU). However, for patients identified by sepsis-3 criteria, none of these have been developed. This study aimed to develop and validate a risk stratification score for mortality prediction in sepsis-3 patients. <b>Methods:</b> In this retrospective cohort study, we employed the Medical Information Mart for Intensive Care III (MIMIC III) database for model development and the eICU database for external validation. We identified septic patients by sepsis-3 criteria on day 1 of ICU entry. The Least Absolute Shrinkage and Selection Operator (LASSO) technique was performed to select predictive variables. We also developed a sepsis mortality prediction model and associated risk stratification score. We then compared model discrimination and calibration with other traditional severity scores. <b>Results:</b> For model development, we enrolled a total of 5,443 patients fulfilling the sepsis-3 criteria. The 30-day mortality was 16.7%. With 5,658 septic patients in the validation set, there were 1,135 deaths (mortality 20.1%). The score had good discrimination in development and validation sets (area under curve: 0.789 and 0.765). In the validation set, the calibration slope was 0.862, and the Brier value was 0.140. In the development dataset, the score divided patients according to mortality risk of low (3.2%), moderate (12.4%), high (30.7%), and very high (68.1%). The corresponding mortality in the validation dataset was 2.8, 10.5, 21.1, and 51.2%. As shown by the decision curve analysis, the score always had a positive net benefit. <b>Conclusion:</b> We observed moderate discrimination and calibration for the score termed Sepsis Mortality Risk Score (SMRS), allowing stratification of patients according to mortality risk. However, we still require further modification and external validation.","Kai Zhang, Shufang Zhang, Wei Cui, et al.",Frontiers in Medicine,2021,1/21/2021,prediction model; prediction; predictive; model development; lasso,T,,openalex_eicu_T_ml_top350.csv,TRUE,Linear / GLM,Logistic Regression,FALSE,Tree-based ensemble;Linear / GLM;Survival models,Gradient Boosting;Random Forest;XGBoost;LASSO;Logistic Regression;Kaplan-Meier
mpower,openalex_mpower_T_ml_top350.csv,343,StudyU: A Platform for Designing and Conducting Innovative Digital N-of-1 Trials,https://doi.org/10.2196/35884,T,4,TRUE,DNN; Transformer; Linear Regression; Mixed-Effects Model,Deep learning; Linear / GLM; Probabilistic / statistical,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.2196/35884,https://openalex.org/W3114813114,https://doi.org/10.2196/35884,StudyU: A Platform for Designing and Conducting Innovative Digital N-of-1 Trials,"N-of-1 trials are the gold standard study design to evaluate individual treatment effects and derive personalized treatment strategies. Digital tools have the potential to initiate a new era of N-of-1 trials in terms of scale and scope, but fully functional platforms are not yet available. Here, we present the open source StudyU platform, which includes the StudyU Designer and StudyU app. With the StudyU Designer, scientists are given a collaborative web application to digitally specify, publish, and conduct N-of-1 trials. The StudyU app is a smartphone app with innovative user-centric elements for participants to partake in trials published through the StudyU Designer to assess the effects of different interventions on their health. Thereby, the StudyU platform allows clinicians and researchers worldwide to easily design and conduct digital N-of-1 trials in a safe manner. We envision that StudyU can change the landscape of personalized treatments both for patients and healthy individuals, democratize and personalize evidence generation for self-optimization and medicine, and can be integrated in clinical practice.","Stefan Konigorski, Sarah Wernicke, Tamara Slosarek, et al.",Journal of Medical Internet Research,2022,7/5/2022,ann,T,,openalex_mpower_T_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Deep learning;Linear / GLM;Probabilistic / statistical,DNN;Linear Regression;Mixed-Effects Model
eicu,openalex_eicu_T_ml_top350.csv,168,Predicting Patient Outcomes with Graph Representation Learning,https://doi.org/10.48550/arxiv.2101.03940,T,2,TRUE,Graph neural network; LSTM,Deep learning,TRUE,Graph neural network,Deep learning,TRUE,ok,10.48550/arxiv.2101.03940,https://openalex.org/W4287391921,https://doi.org/10.48550/arxiv.2101.03940,Predicting Patient Outcomes with Graph Representation Learning,"Recent work on predicting patient outcomes in the Intensive Care Unit (ICU) has focused heavily on the physiological time series data, largely ignoring sparse data such as diagnoses and medications. When they are included, they are usually concatenated in the late stages of a model, which may struggle to learn from rarer disease patterns. Instead, we propose a strategy to exploit diagnoses as relational information by connecting similar patients in a graph. To this end, we propose LSTM-GNN for patient outcome prediction tasks: a hybrid model combining Long Short-Term Memory networks (LSTMs) for extracting temporal features and Graph Neural Networks (GNNs) for extracting the patient neighbourhood information. We demonstrate that LSTM-GNNs outperform the LSTM-only baseline on length of stay prediction tasks on the eICU database. More generally, our results indicate that exploiting information from neighbouring patient cases using graph neural networks is a promising research direction, yielding tangible returns in supervised learning performance on Electronic Health Records.","Emma Rocheteau, Catherine Tong, Petar Veličković, et al.",arXiv (Cornell University),2021,1/11/2021,prediction; neural network; neural networks; lstm,T,temporal; time series,openalex_eicu_T_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,Deep learning;Linear / GLM,Graph neural network;LSTM;Logistic Regression
radar_cns,openalex_radar_cns_T_ml_top350.csv,280,The recent history and near future of digital health in the field of behavioral medicine: an update on progress from 2019 to 2024,https://doi.org/10.1007/s10865-024-00526-x,T,8,TRUE,Transformer; Ensemble,Deep learning; Ensemble / stacking,TRUE,Ensemble,Ensemble / stacking,TRUE,ok,10.1007/s10865-024-00526-x,https://openalex.org/W4403816861,https://doi.org/10.1007/s10865-024-00526-x,The recent history and near future of digital health in the field of behavioral medicine: an update on progress from 2019 to 2024,"The field of behavioral medicine has a long and successful history of leveraging digital health tools to promote health behavior change. Our 2019 summary of the history and future of digital health in behavioral medicine (Arigo in J Behav Med 8: 67-83, 2019) was one of the most highly cited articles in the Journal of Behavioral Medicine from 2010 to 2020; here, we provide an update on the opportunities and challenges we identified in 2019. We address the impact of the COVID-19 pandemic on behavioral medicine research and practice and highlight some of the digital health advances it prompted. We also describe emerging challenges and opportunities in the evolving ecosystem of digital health in the field of behavioral medicine, including the emergence of new evidence, research methods, and tools to promote health and health behaviors. Specifically, we offer updates on advanced research methods, the science of digital engagement, dissemination and implementation science, and artificial intelligence technologies, including examples of uses in healthcare and behavioral medicine. We also provide recommendations for next steps in these areas with attention to ethics, training, and accessibility considerations. The field of behavioral medicine has made meaningful advances since 2019 and continues to evolve with impressive pace and innovation.","Danielle Arigo, Danielle E. Jake‐Schoffman, Sherry Pagoto",Journal of Behavioral Medicine,2024,10/28/2024,artificial intelligence,T,,openalex_radar_cns_T_ml_top350.csv,TRUE,Ensemble / stacking,Ensemble,FALSE,Ensemble / stacking,Ensemble
radar_cns,openalex_radar_cns_T_ml_top350.csv,27,Fractional Anisotropy changes in Parahippocampal Cingulum due to Alzheimer’s Disease,https://doi.org/10.1038/s41598-020-59327-2,T,5,TRUE,CNN; DNN; Transformer; Support Vector Machine; Ensemble,Deep learning; Ensemble / stacking; Kernel / instance-based,TRUE,Support Vector Machine,Kernel / instance-based,TRUE,ok,10.1038/s41598-020-59327-2,https://openalex.org/W3005550859,https://doi.org/10.1038/s41598-020-59327-2,Fractional Anisotropy changes in Parahippocampal Cingulum due to Alzheimer’s Disease,"Current treatments for Alzheimer's disease are only symptomatic and limited to reduce the progression rate of the mental deterioration. Mild Cognitive Impairment, a transitional stage in which the patient is not cognitively normal but do not meet the criteria for specific dementia, is associated with high risk for development of Alzheimer's disease. Thus, non-invasive techniques to predict the individual's risk to develop Alzheimer's disease can be very helpful, considering the possibility of early treatment. Diffusion Tensor Imaging, as an indicator of cerebral white matter integrity, may detect and track earlier evidence of white matter abnormalities in patients developing Alzheimer's disease. Here we performed a voxel-based analysis of fractional anisotropy in three classes of subjects: Alzheimer's disease patients, Mild Cognitive Impairment patients, and healthy controls. We performed Support Vector Machine classification between the three groups, using Fisher Score feature selection and Leave-one-out cross-validation. Bilateral intersection of hippocampal cingulum and parahippocampal gyrus (referred as parahippocampal cingulum) is the region that best discriminates Alzheimer's disease fractional anisotropy values, resulting in an accuracy of 93% for discriminating between Alzheimer's disease and controls, and 90% between Alzheimer's disease and Mild Cognitive Impairment. These results suggest that pattern classification of Diffusion Tensor Imaging can help diagnosis of Alzheimer's disease, specially when focusing on the parahippocampal cingulum.","Josué Luiz Dalboni da Rocha, Ivanei E. Bramati, Gabriel Coutinho, et al.",Scientific Reports,2020,2/14/2020,classification; support vector machine; cross-validation,T,progression,openalex_radar_cns_T_ml_top350.csv,TRUE,Kernel / instance-based,Support Vector Machine,FALSE,Deep learning;Kernel / instance-based;Ensemble / stacking,CNN;Support Vector Machine;Ensemble
eicu,openalex_eicu_T_ml_top350.csv,197,Early ICU Mortality Prediction for Respiratory Failure by A Regression-Based Hazard Markov Model,https://doi.org/10.1109/embc48229.2022.9871309,T,3,TRUE,Markov Model,Probabilistic / statistical,TRUE,Markov Model,Probabilistic / statistical,TRUE,ok,10.1109/embc48229.2022.9871309,https://openalex.org/W4294975132,https://doi.org/10.1109/embc48229.2022.9871309,Early ICU Mortality Prediction for Respiratory Failure by A Regression-Based Hazard Markov Model,"Respiratory failure is one of the major causes of death in critical care units. While respiratory failure could come with the acute symptoms progressively, an early warning model is urgently required to assess mortality risks in advance. To this end, an early mortality risk prediction in patients who suffer respiratory failures can provide support for timely decision making of clinical treatment and medical resource management. In the study, we propose a dynamic modeling approach for early mortality risk prediction of at-risk patients with respiratory failure based on the first 24 hours of ICU physiological data. Our proposed model is validated on the eICU Collaborate Research Database. We achieve high AUROC performance of around 80% and significantly improved AUCPR by 4% from Day 4 to Day 6 since ICU admission, compared to the state-of-art prediction models. Furthermore, we show the survival probability curve that contains the time-varying information for early ICU admission patients.","Yilin Yin, Chun-An Chou",2022 44th Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC),2022,7/11/2022,prediction model; risk prediction; prediction; auc,T,,openalex_eicu_T_ml_top350.csv,FALSE,Probabilistic / statistical,Markov Model,FALSE,Probabilistic / statistical,Markov Model
mpower,openalex_mpower_T_ml_top350.csv,158,Disentangling personalized treatment effects from “time-of-the-day” confounding in mobile health studies,https://doi.org/10.1371/journal.pone.0271766,T,6,TRUE,CNN; DNN; RNN; Transformer; Linear Regression; ARIMA,Deep learning; Linear / GLM; Probabilistic / statistical,TRUE,ARIMA,Probabilistic / statistical,TRUE,ok,10.1371/journal.pone.0271766,https://openalex.org/W4289851182,https://doi.org/10.1371/journal.pone.0271766,Disentangling personalized treatment effects from “time-of-the-day” confounding in mobile health studies,"Ideally, a patient's response to medication can be monitored by measuring changes in performance of some activity. In observational studies, however, any detected association between treatment (""on-medication"" vs ""off-medication"") and the outcome (performance in the activity) might be due to confounders. In particular, causal inferences at the personalized level are especially vulnerable to confounding effects that arise in a cyclic fashion. For quick acting medications, effects can be confounded by circadian rhythms and daily routines. Using the time-of-the-day as a surrogate for these confounders and the performance measurements as captured on a smartphone, we propose a personalized statistical approach to disentangle putative treatment and ""time-of-the-day"" effects, that leverages conditional independence relations spanned by causal graphical models involving the treatment, time-of-the-day, and outcome variables. Our approach is based on conditional independence tests implemented via standard and temporal linear regression models. Using synthetic data, we investigate when and how residual autocorrelation can affect the standard tests, and how time series modeling (namely, ARIMA and robust regression via HAC covariance matrix estimators) can remedy these issues. In particular, our simulations illustrate that when patients perform their activities in a paired fashion, positive autocorrelation can lead to conservative results for the standard regression approach (i.e., lead to deflated true positive detection), whereas negative autocorrelation can lead to anticonservative behavior (i.e., lead to inflated false positive detection). The adoption of time series methods, on the other hand, leads to well controlled type I error rates. We illustrate the application of our methodology with data from a Parkinson's disease mobile health study.","Elias Chaibub Neto, Thanneer M. Perumal, Abhishek Pratap, et al.",PLoS ONE,2022,8/4/2022,regression model; linear regression; ann,T,temporal; time series,openalex_mpower_T_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Linear / GLM;Probabilistic / statistical,Linear Regression;ARIMA
adni,openalex_adni_T_ml_top350.csv,114,Innovative Multivariable Model Combining MRI Radiomics and Plasma Indexes Predicts Alzheimer’s Disease Conversion: Evidence from a 2-Cohort Longitudinal Study,https://doi.org/10.34133/research.0354,T,1,TRUE,Logistic Regression,Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.34133/research.0354,https://openalex.org/W4393234648,https://doi.org/10.34133/research.0354,Innovative Multivariable Model Combining MRI Radiomics and Plasma Indexes Predicts Alzheimer’s Disease Conversion: Evidence from a 2-Cohort Longitudinal Study,"To explore the complementary relationship between magnetic resonance imaging (MRI) radiomic and plasma biomarkers in the early diagnosis and conversion prediction of Alzheimer's disease (AD), our study aims to develop an innovative multivariable prediction model that integrates those two for predicting conversion results in AD. This longitudinal multicentric cohort study included 2 independent cohorts: the Sino Longitudinal Study on Cognitive Decline (SILCODE) project and the Alzheimer Disease Neuroimaging Initiative (ADNI). We collected comprehensive assessments, MRI, plasma samples, and amyloid positron emission tomography data. A multivariable logistic regression analysis was applied to combine plasma and MRI radiomics biomarkers and generate a new composite indicator. The optimal model's performance and generalizability were assessed across populations in 2 cross-racial cohorts. A total of 897 subjects were included, including 635 from the SILCODE cohort (mean [SD] age, 64.93 [6.78] years; 343 [63%] female) and 262 from the ADNI cohort (mean [SD] age, 73.96 [7.06] years; 140 [53%] female). The area under the receiver operating characteristic curve of the optimal model was 0.9414 and 0.8979 in the training and validation dataset, respectively. A calibration analysis displayed excellent consistency between the prognosis and actual observation. The findings of the present study provide a valuable diagnostic tool for identifying at-risk individuals for AD and highlight the pivotal role of the radiomic biomarker. Importantly, built upon data-driven analyses commonly seen in previous radiomics studies, our research delves into AD pathology to further elucidate the underlying reasons behind the robust predictive performance of the MRI radiomic predictor.","Xianfeng Yu, Xiaoming Sun, Min Wei, et al.",Research,2024,1/1/2024,prediction model; prediction; predictive; multivariable model; logistic regression,T,longitudinal,openalex_adni_T_ml_top350.csv,FALSE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
elsa,openalex_elsa_T_ml_top350.csv,35,Association between cognitive performance and self-reported glaucoma in middle-aged and older adults: a cross-sectional analysis of ELSA-Brasil,https://doi.org/10.1590/1414-431x202010347,T,4,TRUE,Linear Regression,Linear / GLM,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.1590/1414-431x202010347,https://openalex.org/W3094634659,https://doi.org/10.1590/1414-431x202010347,Association between cognitive performance and self-reported glaucoma in middle-aged and older adults: a cross-sectional analysis of ELSA-Brasil,"Recent evidence suggests that glaucoma and Alzheimer's disease are neurodegenerative diseases sharing common pathophysiological and etiological features, although findings are inconclusive. We sought to investigate whether self-reported glaucoma patients without dementia present poorer cognitive performance, an issue that has been less investigated. We employed cross-sectional data from the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil) and included participants ≥50 years of age without a known diagnosis of dementia and a self-reported glaucoma diagnosis. We excluded those with previous stroke, other eye conditions, and using drugs that could impair cognition. We evaluated cognition using delayed word recall, phonemic verbal fluency, and trail making (version B) tests. We used multinomial linear regression models to investigate associations between self-reported glaucoma with cognition, adjusted by several sociodemographic and clinical variables. Out of 4,331 participants, 139 reported glaucoma. Fully-adjusted models showed that self-reported glaucoma patients presented poorer performance in the verbal fluency test (β=-0.39, 95%CI=-0.64 to -0.14, P=0.002), but not in the other cognitive assessments. Thus, our results support the hypothesis that self-reported glaucoma is associated with poor cognitive performance; however, longitudinal data are necessary to corroborate our findings.","Kallene Summer Moreira Vidal, Cláudia Kimie Suemoto, Arlinda B. Moreno, et al.",Brazilian Journal of Medical and Biological Research,2020,1/1/2020,regression model; linear regression; auc,T,longitudinal,openalex_elsa_T_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Linear / GLM,Linear Regression
noaa,openalex_noaa_T_ml_top350.csv,62,Rapidly Exploring Random Cycles: Persistent Estimation of Spatiotemporal Fields With Multiple Sensing Robots,https://doi.org/10.1109/tro.2016.2596772,T,2,TRUE,Kalman Filter,Probabilistic / statistical,TRUE,Kalman Filter,Probabilistic / statistical,TRUE,ok,10.1109/tro.2016.2596772,https://openalex.org/W2520459424,https://doi.org/10.1109/tro.2016.2596772,Rapidly Exploring Random Cycles: Persistent Estimation of Spatiotemporal Fields With Multiple Sensing Robots,"This paper considers the problem of planning trajectories for both single and multiple sensing robots to best estimate a spatiotemporal field in a dynamic environment. The robots use a Kalman filter to maintain an estimate of the field value and to compute the error covariance matrix of the estimate. Two new sampling-based path-planning algorithms (rapidly expanding random cycles and an improved variant of rapidly expanding random cycles) are proposed to find periodic trajectories for the sensing robots that minimize the largest eigenvalue of the error covariance matrix over an infinite horizon. The algorithms are proven to find the minimum infinite horizon cost cycle in a random graph, which grows by successively adding random points. The algorithms leverage recently developed methods for periodic Riccati recursions to efficiently compute the infinite horizon cost of the cycles, and they use the monotonicity property of the Riccati recursion to efficiently compare the costs of different cycles without explicitly computing their costs. The algorithms are demonstrated in a study using National Oceanic and Atmospheric Administration data to plan sensing trajectories in the Caribbean Sea. Our algorithms significantly outperform random, greedy, and receding horizon approaches in this environment.","Xiaodong Lan, Mac Schwager",IEEE Transactions on Robotics,2016,9/16/2016,algorithm; ann,T,temporal; trajectories,openalex_noaa_T_ml_top350.csv,FALSE,Probabilistic / statistical,Kalman Filter,FALSE,Probabilistic / statistical,Kalman Filter
radar_cns,openalex_radar_cns_T_ml_top350.csv,97,An abnormal periventricular magnetization transfer ratio gradient occurs early in multiple sclerosis,https://doi.org/10.1093/brain/aww296,T,1,TRUE,Logistic Regression,Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1093/brain/aww296,https://openalex.org/W2561197809,https://doi.org/10.1093/brain/aww296,An abnormal periventricular magnetization transfer ratio gradient occurs early in multiple sclerosis,"In established multiple sclerosis, tissue abnormality-as assessed using magnetization transfer ratio-increases close to the lateral ventricles. We aimed to determine whether or not (i) these changes are present from the earliest clinical stages of multiple sclerosis; (ii) they occur independent of white matter lesions; and (iii) they are associated with subsequent conversion to clinically definite multiple sclerosis and disability. Seventy-one subjects had MRI scanning a median of 4.6 months after a clinically isolated optic neuritis (49 females, mean age 33.5 years) and were followed up clinically 2 and 5 years later. Thirty-seven healthy controls (25 females, mean age 34.4 years) were also scanned. In normal-appearing white matter, magnetization transfer ratio gradients were measured 1-5 mm and 6-10 mm from the lateral ventricles. In control subjects, magnetization transfer ratio was highest adjacent to the ventricles and decreased with distance from them; in optic neuritis, normal-appearing white matter magnetization transfer ratio was lowest adjacent to the ventricles, increased over the first 5 mm, and then paralleled control values. The magnetization transfer ratio gradient over 1-5 mm differed significantly between the optic neuritis and control groups [+0.059 percentage units/mm (pu/mm) versus -0.033 pu/mm, P = 0.010], and was significantly steeper in those developing clinically definite multiple sclerosis within 2 years compared to those who did not (0.132 pu/mm versus 0.016 pu/mm, P = 0.020). In multivariate binary logistic regression the magnetization transfer ratio gradient was independently associated with the development of clinically definite multiple sclerosis within 2 years (magnetization transfer ratio gradient odds ratio 61.708, P = 0.023; presence of T<sub>2</sub> lesions odds ratio 8.500, P = 0.071). At 5 years, lesional measures overtook magnetization transfer ratio gradients as significant predictors of conversion to multiple sclerosis. The magnetization transfer ratio gradient was not significantly affected by the presence of brain lesions [T<sub>2</sub> lesions (P = 0.918), periventricular T<sub>2</sub> lesions (P = 0.580) or gadolinium-enhancing T<sub>1</sub> lesions (P = 0.724)]. The magnetization transfer ratio gradient also correlated with Expanded Disability Status Scale score 5 years later (Spearman r = 0.313, P = 0.027). An abnormal periventricular magnetization transfer ratio gradient occurs early in multiple sclerosis, is clinically relevant, and may arise from one or more mechanisms that are at least partly independent of lesion formation.","J William L Brown, Matteo Pardini, Wallace Brownlee, et al.",Brain,2016,11/1/2016,logistic regression; ann,T,,openalex_radar_cns_T_ml_top350.csv,FALSE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
